CUSTOMERID,GENDER,AGE,MARRIED,DEPENDENTS,CITY,ZIP_CODE,SENIORCITIZEN,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,INTERNET_TYPE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,STREAMING_MUSIC,UNLIMITED_DATA,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,TOTAL_REVENUE,TOTAL_REFUNDS,NUMBER_OF_REFERRALS,OFFER,AVG_MONTHLY_GB_DOWNLOAD,CHURN,CHURN_CATEGORY,CHURN_REASON,CHURN_BINARY,CHURN_PROBABILITY,RISK_TIER
3284-SVCRO,Female,35,True,False,Sunol,94586,0,45,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,25.5,1121.05,3025.45,0.0,6,Offer B,,No,,,0,0.002126710942751446,Low Risk
3285-UCQVC,Female,31,False,False,Seaside,93955,0,37,False,No phone service,DSL,DSL,No,No,No,Yes,No,No,False,True,Month-to-month,False,Credit card (automatic),28.6,973.55,973.55,0.0,0,,10.0,Yes,Other,Don't know,1,0.32945930379396837,Medium Risk
3292-PBZEJ,Male,75,False,False,Greenview,96037,1,11,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,False,False,Month-to-month,True,Electronic check,111.4,1183.05,1251.98,0.0,0,,13.0,No,,,0,0.5091461167507321,Medium Risk
3296-SILRA,Female,76,True,False,Lakeport,95453,1,1,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,True,Mailed check,76.4,76.4,117.56,0.0,6,,6.0,Yes,Attitude,Attitude of support person,1,0.99,High Risk
3298-QEICA,Female,27,True,True,Fountain Valley,92708,0,23,False,No phone service,DSL,DSL,Yes,No,No,Yes,No,No,False,True,Two year,False,Mailed check,34.6,813.45,813.45,0.0,10,,42.0,No,,,0,0.02495356688560706,Low Risk
3301-LSLWQ,Female,32,False,False,Vallejo,94592,0,29,True,Yes,DSL,Cable,Yes,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,66.1,1912.15,2430.38,0.0,0,,26.0,No,,,0,0.12325666343975714,Low Risk
3301-VKTGC,Male,27,True,True,Huron,93234,0,68,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,No,No,False,True,One year,True,Bank transfer (automatic),85.5,5696.6,7714.16,0.0,1,,85.0,No,,,0,0.13099196887890416,Low Risk
3307-TLCUD,Male,36,True,False,Los Angeles,90001,0,17,False,No phone service,DSL,Cable,Yes,No,Yes,No,No,No,False,True,Month-to-month,False,Mailed check,34.4,592.75,592.75,0.0,1,,10.0,No,,,0,0.2447157362500584,Low Risk
3308-DGHKL,Male,54,False,False,Linden,95236,0,69,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),19.3,1447.9,2671.96,0.0,0,,,No,,,0,0.032701116134125414,Low Risk
3308-JSGML,Male,77,True,False,Shandon,93461,1,59,False,No phone service,DSL,Cable,Yes,No,Yes,Yes,Yes,Yes,False,True,Two year,True,Credit card (automatic),64.05,3886.85,3886.85,0.0,3,,6.0,No,,,0,0.028719794555965163,Low Risk
3312-UUMZW,Male,33,True,False,San Jose,95117,0,32,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Credit card (automatic),98.85,3145.9,4678.38,0.0,3,,9.0,No,,,0,0.398597798666478,Medium Risk
3312-ZWLGF,Male,69,True,False,Acton,93510,1,29,True,Yes,Fiber optic,Fiber Optic,No,No,No,Yes,No,No,False,True,Month-to-month,True,Electronic check,79.3,2414.55,2720.5,0.0,0,,2.0,No,,,0,0.49490263208944296,Medium Risk
3313-QKNKB,Male,24,True,False,Pebble Beach,93953,0,59,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,One year,False,Electronic check,85.55,5084.65,5492.34,0.0,0,Offer B,52.0,Yes,Competitor,Competitor offered more data,1,0.40472583740316326,Medium Risk
3315-IKYZQ,Male,42,True,True,Los Angeles,90035,0,28,False,No phone service,DSL,DSL,Yes,No,Yes,Yes,Yes,No,False,True,One year,False,Mailed check,50.8,1386.8,1386.8,0.0,2,Offer C,19.0,No,,,0,0.02514583773469094,Low Risk
3315-TOTBP,Male,29,False,False,Mill Creek,96061,0,15,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,True,True,Month-to-month,True,Mailed check,76.0,1130.85,1803.75,0.0,0,Offer D,52.0,Yes,Dissatisfaction,Lack of self-service on Website,1,0.6481423021093126,High Risk
3316-UWXUY,Male,64,False,False,Burbank,91502,0,50,True,No,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,No,Yes,True,True,Month-to-month,True,Credit card (automatic),93.5,4747.5,6789.0,0.0,0,Offer B,21.0,No,,,0,0.20819412436177967,Low Risk
3317-HRTNN,Female,79,False,False,San Diego,92109,1,5,False,No phone service,DSL,DSL,No,No,No,No,Yes,Yes,False,True,Month-to-month,False,Electronic check,45.7,198.0,198.0,0.0,0,,15.0,Yes,Competitor,Competitor made better offer,1,0.5643913074262834,Medium Risk
3317-VLGQT,Female,50,True,False,Wallace,95254,0,14,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,78.1,1122.4,1184.7,0.0,7,,16.0,No,,,0,0.1515226578744914,Low Risk
3318-ISQFQ,Female,23,False,False,Newark,94560,0,20,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,True,Bank transfer (automatic),19.5,413.0,632.4,0.0,0,Offer D,,No,,,0,0.17499906178041813,Low Risk
3318-OSATS,Male,70,False,False,Sierra City,96125,1,35,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,False,False,Month-to-month,True,Electronic check,95.45,3474.05,4782.55,0.0,0,Offer C,29.0,Yes,Other,Don't know,1,0.5777776788673116,Medium Risk
3319-DWOEP,Male,69,True,False,San Diego,92121,1,6,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,Yes,False,True,Month-to-month,True,Electronic check,95.75,573.75,861.15,0.0,0,Offer E,6.0,Yes,Competitor,Competitor made better offer,1,0.7940943843970527,High Risk
3320-VEOYC,Male,65,False,False,Beverly Hills,90210,1,14,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,95.6,1273.3,1799.98,0.0,0,,10.0,No,,,0,0.6989455780875363,High Risk
3323-CPBWR,Male,61,False,False,Knights Landing,95645,0,23,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,No,False,True,Month-to-month,True,Credit card (automatic),96.9,2085.45,2280.95,0.0,0,Offer D,6.0,No,,,0,0.3232308570157976,Medium Risk
3324-OIRTO,Male,23,True,True,Glennville,93226,0,71,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,True,True,One year,True,Bank transfer (automatic),104.65,7288.4,8292.34,0.0,1,Offer A,59.0,No,,,0,0.17174238115426302,Low Risk
3325-FUYCG,Male,58,True,True,Five Points,93624,0,28,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,Yes,Yes,True,True,One year,False,Electronic check,106.1,2847.4,3116.76,0.0,1,Offer C,24.0,Yes,Dissatisfaction,Service dissatisfaction,1,0.4112070751949238,Medium Risk
3327-YBAKM,Female,31,True,False,San Diego,92131,0,64,True,No,Fiber optic,Fiber Optic,Yes,No,No,Yes,Yes,Yes,True,True,One year,True,Mailed check,96.9,6314.35,7531.06,13.37,10,,21.0,No,,,0,0.044549012707549046,Low Risk
3329-WDIOK,Female,56,False,False,Edwards,93523,0,3,False,No phone service,DSL,Cable,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,50.6,155.35,155.35,0.0,0,,25.0,Yes,Dissatisfaction,Poor expertise of online support,1,0.9736073381488711,High Risk
3331-HQDTW,Female,23,False,False,San Diego,92130,0,34,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Mailed check,109.8,3587.25,3858.91,0.0,0,,76.0,Yes,Competitor,Competitor made better offer,1,0.542542201070306,Medium Risk
3334-CTHOL,Female,51,False,False,Jackson,95642,0,1,True,Yes,DSL,Cable,No,No,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),49.95,49.95,93.44,0.0,0,,4.0,Yes,Competitor,Competitor had better devices,1,1.0,High Risk
3336-JORSO,Female,70,False,False,Hayward,94542,1,33,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,False,Month-to-month,True,Electronic check,110.45,3655.45,4294.37,0.0,0,Offer C,25.0,Yes,Dissatisfaction,Product dissatisfaction,1,0.5369179412145666,Medium Risk
3338-CVVEH,Male,38,False,False,Chula Vista,91913,0,12,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,False,Electronic check,94.55,1173.55,1340.11,0.0,0,Offer D,8.0,No,,,0,0.6349042656808401,High Risk
3339-EAQNV,Male,75,True,False,Palermo,95968,1,72,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,One year,True,Credit card (automatic),97.25,7133.1,7941.66,0.0,7,,20.0,No,,,0,0.034426650619766186,Low Risk
3340-QBBFM,Male,65,True,False,Petaluma,94954,1,36,True,No,DSL,DSL,No,No,Yes,Yes,No,No,False,True,One year,False,Credit card (automatic),54.1,1992.85,3689.52,1.09,9,Offer C,28.0,No,,,0,0.03401124391344996,Low Risk
3345-JHUEO,Male,29,False,False,Windsor,95492,0,4,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,True,Electronic check,20.2,55.7,241.82,0.0,0,,,No,,,0,0.10924242697826264,Low Risk
3345-PBBFH,Male,24,True,False,Fowler,93625,0,8,True,No,DSL,DSL,No,Yes,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),49.55,393.45,412.49,0.0,6,Offer E,53.0,No,,,0,0.1354781636243062,Low Risk
3346-BRMIS,Female,70,True,False,Bonsall,92003,1,18,False,No phone service,DSL,DSL,No,No,Yes,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,48.35,810.7,810.7,0.0,1,,12.0,Yes,Dissatisfaction,Service dissatisfaction,1,0.6528599542847132,High Risk
3347-YJZZE,Male,60,True,True,Los Osos,93402,0,29,True,Yes,DSL,DSL,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,False,Credit card (automatic),80.1,2211.8,2406.97,0.0,6,,27.0,No,,,0,0.07836345943702339,Low Risk
3348-CFRNX,Female,47,True,False,Healdsburg,95448,0,28,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,Yes,Yes,True,True,Month-to-month,True,Mailed check,92.35,2602.9,3657.38,0.0,1,,20.0,Yes,Price,Lack of affordable download/upload speed,1,0.6184726549102618,High Risk
3349-ANQNH,Female,70,False,False,Del Rey,93616,1,59,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,Yes,True,True,One year,True,Electronic check,99.5,5890.0,7321.93,0.0,0,,9.0,No,,,0,0.30272868445036993,Medium Risk
3351-NGXYI,Female,70,False,False,San Diego,92106,1,16,True,Yes,DSL,DSL,Yes,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,54.1,889.0,1044.52,0.0,0,Offer D,29.0,No,,,0,0.3128024096322882,Medium Risk
3351-NQLDI,Female,41,True,True,Travis Afb,94535,0,67,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,Yes,No,Yes,True,True,One year,True,Credit card (automatic),94.35,6341.45,8414.43,0.0,1,Offer A,11.0,Yes,Price,Long distance charges,1,0.44460731623787547,Medium Risk
3352-ALMCK,Male,42,False,False,Navarro,95463,0,40,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Mailed check,102.65,4108.15,5419.35,0.0,0,,29.0,No,,,0,0.4826724643829506,Medium Risk
3352-RICWQ,Female,45,True,True,Davis,95616,0,9,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,19.75,210.65,355.82,0.0,6,Offer E,,No,,,0,0.0026226014437390867,Low Risk
3354-OADJP,Female,37,False,False,Bolinas,94924,0,8,True,No,DSL,DSL,Yes,No,No,Yes,No,No,False,True,One year,False,Bank transfer (automatic),54.25,447.75,789.99,0.0,0,,27.0,No,,,0,0.062215991468366226,Low Risk
3359-DSRKA,Female,48,True,True,Scott Bar,96085,0,58,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,19.85,1158.85,1843.83,0.0,9,Offer B,,No,,,0,0.0006384913897647343,Low Risk
3363-DTIVD,Male,55,True,True,Reseda,91335,0,71,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,True,True,Two year,False,Electronic check,105.55,7405.5,9181.92,0.0,3,Offer A,53.0,No,,,0,0.041322743530205146,Low Risk
3363-EWLGO,Female,33,False,False,Freedom,95019,0,5,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,19.95,109.6,283.6,0.0,0,,,No,,,0,0.060477249279752295,Low Risk
3365-SAIGS,Female,60,False,False,Rancho Santa Fe,92067,0,17,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,83.55,1329.15,1713.52,0.0,0,,19.0,No,,,0,0.5231778597584645,Medium Risk
3370-GQEAL,Male,63,True,True,Indio,92201,0,30,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,False,Month-to-month,False,Electronic check,85.45,2509.95,3258.42,23.13,9,,19.0,No,,,0,0.10964822259943727,Low Risk
3372-CDXFJ,Male,31,True,True,San Quentin,94964,0,13,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Bank transfer (automatic),24.5,343.6,976.7,0.0,8,,,No,,,0,0.0015548562862853334,Low Risk
3372-KWFBM,Male,76,False,False,Bayside,95524,1,16,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,86.6,1281.0,1587.88,0.0,0,,22.0,Yes,Dissatisfaction,Network reliability,1,0.6440094381961421,High Risk
3373-DIUUN,Male,58,True,True,Hinkley,92347,0,30,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,21.25,711.9,1911.9,0.0,6,,,No,,,0,0.0032688478938478938,Low Risk
3374-LXDEV,Female,42,False,False,Pearblossom,93553,0,13,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,No,No,False,True,Month-to-month,False,Electronic check,89.4,1132.35,1244.02,0.0,0,Offer D,15.0,Yes,Competitor,Competitor had better devices,1,0.4620250090727865,Medium Risk
3374-PZLXD,Male,31,False,False,Blairsden Graeagle,96103,0,34,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,19.7,675.6,1917.28,0.0,0,Offer C,,No,,,0,0.033692871000602656,Low Risk
3374-TTZTK,Male,26,True,False,Sun City,92585,0,52,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Electronic check,106.3,5487.0,8077.64,0.0,4,,51.0,No,,,0,0.061550026716131426,Low Risk
3376-BMGFE,Female,42,False,False,Monrovia,91016,0,4,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),70.9,273.0,398.26,8.74,0,Offer E,27.0,Yes,Dissatisfaction,Product dissatisfaction,1,0.745607538020272,High Risk
3378-AJRAO,Male,44,True,True,Garden Grove,92840,0,44,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Electronic check,24.85,1013.6,2431.28,0.0,7,,,No,,,0,0.004010608512026899,Low Risk
3384-CTMSF,Male,61,True,False,Lincoln,95648,0,47,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,104.1,5135.15,7423.58,0.0,2,Offer B,21.0,No,,,0,0.38431045554156595,Medium Risk
3387-PLKUI,Female,27,True,True,San Jose,95119,0,13,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,18.8,251.25,468.87,0.0,6,Offer D,,No,,,0,0.08863454178665994,Low Risk
3387-VATUS,Male,44,False,False,Aromas,95004,0,5,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),94.85,462.8,663.55,0.0,0,Offer E,19.0,Yes,Attitude,Attitude of service provider,1,0.7984463415962507,High Risk
3389-KTRXV,Female,61,True,True,Ravendale,96123,0,23,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,23.85,625.65,789.18,0.0,0,,,No,,,0,0.02135420508524929,Low Risk
3389-YGYAI,Female,79,False,False,Princeton,95970,1,8,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,False,True,Month-to-month,True,Electronic check,105.5,829.55,1190.83,0.0,0,,15.0,Yes,Price,Price too high,1,0.7763348338645828,High Risk
3391-JSQEW,Male,32,True,False,San Jose,95110,0,40,True,No,DSL,DSL,No,Yes,No,No,No,No,False,True,Month-to-month,True,Mailed check,50.15,2058.5,2993.47,37.03,7,,28.0,No,,,0,0.03020069026128437,Low Risk
3392-EHMNK,Female,53,True,True,Thermal,92274,0,67,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,Yes,Yes,No,False,True,Two year,False,Credit card (automatic),94.1,6302.8,7066.6,0.0,1,Offer A,27.0,No,,,0,0.07556503946942046,Low Risk
3393-FMZPV,Female,59,False,False,Elverta,95626,0,25,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,100.25,2387.75,3293.75,0.0,0,,3.0,Yes,Price,Extra data charges,1,0.5865740038956314,Medium Risk
3396-DKDEL,Female,45,True,True,King City,93930,0,70,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),115.15,8250.0,9045.2,0.0,3,Offer A,53.0,No,,,0,0.015335886001644976,Low Risk
3397-AVTKU,Male,64,False,False,Mount Hamilton,95140,0,43,True,No,DSL,DSL,No,Yes,No,No,No,Yes,True,True,Two year,True,Electronic check,60.0,2548.55,3479.07,0.0,0,,13.0,No,,,0,0.09481635637600572,Low Risk
3398-FSHON,Female,79,False,False,San Diego,92121,1,12,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,91.3,1094.5,1502.62,0.0,0,,18.0,Yes,Competitor,Competitor made better offer,1,0.6855565116306104,High Risk
3398-GCPMU,Female,74,True,True,Fullerton,92833,1,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,True,Two year,True,Credit card (automatic),89.55,6448.85,6864.29,0.0,4,Offer A,24.0,No,,,0,0.00358012244333012,Low Risk
3398-ZOUAA,Male,76,True,False,Redwood City,94063,1,21,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,69.1,1474.75,1889.29,0.0,1,Offer D,18.0,Yes,Attitude,Attitude of support person,1,0.5320417574685561,Medium Risk
3399-BMLVW,Male,40,True,True,Whitmore,96096,0,51,True,No,DSL,DSL,Yes,Yes,No,Yes,No,No,False,True,Two year,False,Credit card (automatic),60.5,3121.45,3607.48,0.0,5,Offer B,10.0,No,,,0,0.014115873409292132,Low Risk
3400-ESFUW,Male,28,True,True,Cupertino,95014,0,55,True,No,DSL,DSL,Yes,Yes,No,Yes,No,No,False,False,Two year,False,Bank transfer (automatic),57.55,3046.4,3590.4,0.0,1,Offer B,48.0,Yes,Competitor,Competitor offered more data,1,0.2518335262487314,Low Risk
3401-URHDA,Male,59,False,False,Emigrant Gap,95715,0,51,True,Yes,DSL,Cable,Yes,No,No,Yes,No,No,False,True,One year,False,Credit card (automatic),59.9,3043.6,3545.95,0.0,0,,3.0,No,,,0,0.06940415778910579,Low Risk
3402-XRIUO,Female,73,True,False,Glendale,91201,1,22,True,Yes,DSL,DSL,Yes,Yes,No,Yes,No,No,False,True,Month-to-month,True,Mailed check,63.55,1381.8,1760.64,0.0,5,Offer D,25.0,No,,,0,0.038941552656293406,Low Risk
3404-JNXAX,Female,40,True,True,Ukiah,95482,0,51,True,Yes,Fiber optic,Fiber Optic,No,No,No,Yes,No,No,False,True,Month-to-month,True,Electronic check,80.75,4116.9,5624.46,0.0,9,Offer B,27.0,No,,,0,0.08168197411449211,Low Risk
3407-JMJQQ,Female,22,True,True,Oakhurst,93644,0,71,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,True,False,Two year,True,Bank transfer (automatic),109.0,7661.8,7942.44,0.0,2,,69.0,No,,,0,0.055800579921822316,Low Risk
3410-MHHUM,Female,40,True,True,San Francisco,94111,0,44,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,Yes,True,False,One year,False,Electronic check,94.4,4295.35,5422.59,0.0,4,Offer B,27.0,No,,,0,0.12082234528699345,Low Risk
3410-YOQBQ,Female,61,False,False,Compton,90221,0,31,True,No,DSL,DSL,No,Yes,Yes,Yes,Yes,Yes,True,False,Two year,False,Mailed check,79.2,2497.2,3359.87,0.0,0,,27.0,No,,,0,0.07479771725676823,Low Risk
3413-CSSTH,Male,40,False,False,Stevinson,95374,0,41,True,Yes,DSL,Cable,No,No,Yes,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),55.7,2237.55,2508.15,0.0,0,,3.0,No,,,0,0.1760143107384461,Low Risk
3413-DHLPB,Male,57,True,True,Oceano,93445,0,60,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,Yes,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),103.75,5969.95,6139.75,0.0,1,Offer B,19.0,No,,,0,0.3095627185472788,Medium Risk
3415-TAILE,Female,21,True,True,Johannesburg,93528,0,2,True,No,DSL,DSL,No,No,No,No,Yes,Yes,True,True,Month-to-month,False,Mailed check,65.7,134.35,188.89,0.0,1,,51.0,Yes,Competitor,Competitor had better devices,1,0.9742494670847003,High Risk
3417-TSCIC,Male,19,False,False,Cloverdale,95425,0,29,False,No phone service,DSL,DSL,No,No,No,No,No,No,False,True,One year,True,Mailed check,24.85,788.05,788.05,0.0,0,,59.0,No,,,0,0.1768712480277643,Low Risk
3419-SNJJD,Female,78,True,False,Yorba Linda,92887,1,65,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,False,True,Month-to-month,False,Bank transfer (automatic),105.25,6786.4,7981.75,0.0,3,Offer B,28.0,Yes,Attitude,Attitude of support person,1,0.5461130370622232,Medium Risk
3420-ZDBMA,Male,78,False,False,Brea,92821,1,5,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Mailed check,71.45,371.6,457.25,0.0,0,Offer E,9.0,No,,,0,0.5263620483132015,Medium Risk
